backend,case_name,status,reason,dtype,algorithm,mode,k,n,dist,seed,rep,timing_label,time_ms,timing_label_e2e,time_end_to_end_ms,timing_label_algorithmic,time_algorithmic_ms,bytes_moved,bytes_model,compare_ops,ops_model
cpu,q17_k256_max,PASS,ok,half,map_reduce,max,256,131072,uniform,17000407,1,Map-reduce top-k end-to-end time (ms),0.085,Map-reduce top-k end-to-end time (ms),0.085,Map-reduce top-k algorithmic time (ms),0.085,263168,exact,131072,lower-bound
cpu,q17_k4096_max,PASS,ok,half,map_reduce,max,4096,131072,uniform,17004247,1,Map-reduce top-k end-to-end time (ms),1.625,Map-reduce top-k end-to-end time (ms),1.625,Map-reduce top-k algorithmic time (ms),1.625,278528,exact,131072,lower-bound
cpu,q17_k131072_max,PASS,ok,half,map_reduce,max,131072,131072,uniform,17131223,1,Map-reduce top-k end-to-end time (ms),11.141,Map-reduce top-k end-to-end time (ms),11.141,Map-reduce top-k algorithmic time (ms),11.141,786432,exact,131072,lower-bound
cpu,q18_k8_max,PASS,ok,half,map_reduce,max,8,262144,uniform,18000162,1,Map-reduce top-k end-to-end time (ms),0.061,Map-reduce top-k end-to-end time (ms),0.061,Map-reduce top-k algorithmic time (ms),0.061,524320,exact,262144,lower-bound
cpu,q18_k256_max,PASS,ok,half,map_reduce,max,256,262144,uniform,18000410,1,Map-reduce top-k end-to-end time (ms),0.094,Map-reduce top-k end-to-end time (ms),0.094,Map-reduce top-k algorithmic time (ms),0.094,525312,exact,262144,lower-bound
cpu,q18_k4096_max,PASS,ok,half,map_reduce,max,4096,262144,uniform,18004250,1,Map-reduce top-k end-to-end time (ms),1.899,Map-reduce top-k end-to-end time (ms),1.899,Map-reduce top-k algorithmic time (ms),1.899,540672,exact,262144,lower-bound
cpu,q18_k131072_max,PASS,ok,half,map_reduce,max,131072,262144,uniform,18131226,1,Map-reduce top-k end-to-end time (ms),22.106,Map-reduce top-k end-to-end time (ms),22.106,Map-reduce top-k algorithmic time (ms),22.106,1048576,exact,262144,lower-bound
cpu,q19_k8_max,PASS,ok,half,map_reduce,max,8,524288,uniform,19000165,1,Map-reduce top-k end-to-end time (ms),0.075,Map-reduce top-k end-to-end time (ms),0.075,Map-reduce top-k algorithmic time (ms),0.075,1048608,exact,524288,lower-bound
cpu,q19_k256_max,PASS,ok,half,map_reduce,max,256,524288,uniform,19000413,1,Map-reduce top-k end-to-end time (ms),0.11,Map-reduce top-k end-to-end time (ms),0.11,Map-reduce top-k algorithmic time (ms),0.11,1049600,exact,524288,lower-bound
cpu,q19_k4096_max,PASS,ok,half,map_reduce,max,4096,524288,uniform,19004253,1,Map-reduce top-k end-to-end time (ms),2.236,Map-reduce top-k end-to-end time (ms),2.236,Map-reduce top-k algorithmic time (ms),2.236,1064960,exact,524288,lower-bound
cpu,q19_k131072_max,PASS,ok,half,map_reduce,max,131072,524288,uniform,19131229,1,Map-reduce top-k end-to-end time (ms),33.45,Map-reduce top-k end-to-end time (ms),33.45,Map-reduce top-k algorithmic time (ms),33.45,1572864,exact,524288,lower-bound
cpu,q20_k8_max,PASS,ok,half,map_reduce,max,8,1048576,uniform,20000168,1,Map-reduce top-k end-to-end time (ms),0.095,Map-reduce top-k end-to-end time (ms),0.095,Map-reduce top-k algorithmic time (ms),0.095,2097184,exact,1048576,lower-bound
cpu,q20_k256_max,PASS,ok,half,map_reduce,max,256,1048576,uniform,20000416,1,Map-reduce top-k end-to-end time (ms),0.136,Map-reduce top-k end-to-end time (ms),0.136,Map-reduce top-k algorithmic time (ms),0.136,2098176,exact,1048576,lower-bound
cpu,q20_k4096_max,PASS,ok,half,map_reduce,max,4096,1048576,uniform,20004256,1,Map-reduce top-k end-to-end time (ms),2.528,Map-reduce top-k end-to-end time (ms),2.528,Map-reduce top-k algorithmic time (ms),2.528,2113536,exact,1048576,lower-bound
cpu,q20_k131072_max,PASS,ok,half,map_reduce,max,131072,1048576,uniform,20131232,1,Map-reduce top-k end-to-end time (ms),45.482,Map-reduce top-k end-to-end time (ms),45.482,Map-reduce top-k algorithmic time (ms),45.482,2621440,exact,1048576,lower-bound
cpu,q21_k8_max,PASS,ok,half,map_reduce,max,8,2097152,uniform,21000171,1,Map-reduce top-k end-to-end time (ms),0.126,Map-reduce top-k end-to-end time (ms),0.126,Map-reduce top-k algorithmic time (ms),0.126,4194368,exact,2097152,lower-bound
cpu,q21_k256_max,PASS,ok,half,map_reduce,max,256,2097152,uniform,21000419,1,Map-reduce top-k end-to-end time (ms),0.227,Map-reduce top-k end-to-end time (ms),0.227,Map-reduce top-k algorithmic time (ms),0.227,4196352,exact,2097152,lower-bound
cpu,q21_k4096_max,PASS,ok,half,map_reduce,max,4096,2097152,uniform,21004259,1,Map-reduce top-k end-to-end time (ms),2.837,Map-reduce top-k end-to-end time (ms),2.837,Map-reduce top-k algorithmic time (ms),2.837,4227072,exact,2097152,lower-bound
