source,backend,dtype,algorithm,mode,k,n,dist,seed,rep,file_path,elapsed_seconds,energy_joules,average_watts,baseline_watts,net_energy_joules,net_average_watts,command_exit_code,inproc_counters,inproc_e2e_joules,inproc_algo_joules,inproc_e2e_seconds,inproc_algo_seconds,inproc_net_e2e_joules,inproc_net_algo_joules,inproc_loop_joules,inproc_loop_seconds
gpu,gpu,uint,gt,max,8,2097152,uniform,21000171,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q21_k8_max_uniform_s21000171_rep2_gpu.txt,0.484323,9.608462,19.838944,14.716208,2.48106,5.122736,0,"rapl:package+core,nvml:board-integrated",1.559993,0.514788,0.068936,0.022473,0.545516485312,0.184070657616,1.952422,0.087515
gpu,gpu,uint,gt,max,8,2097152,uniform,21000171,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q21_k8_max_uniform_s21000171_rep3_gpu.txt,0.546068,11.37228,20.825741,14.716208,3.336223,6.109533,0,"rapl:package+core,nvml:board-integrated",1.758345,0.55313,0.074613,0.027784,0.660324572496,0.144254876928,2.187767,0.093929
gpu,gpu,uint,gt,max,131072,4194304,uniform,22131238,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k131072_max_uniform_s22131238_rep1_gpu.txt,0.900236,20.927625,23.24683,14.716208,7.67957,8.530622,0,"rapl:package+core,nvml:board-integrated",9.976377,0.428811,0.414694,0.012855,3.87365383965,0.23963414616,10.993027,0.45794
gpu,gpu,uint,gt,max,131072,4194304,uniform,22131238,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k131072_max_uniform_s22131238_rep2_gpu.txt,0.958183,20.489378,21.383573,14.716208,6.388557,6.667365,0,"rapl:package+core,nvml:board-integrated",10.231965,1.130147,0.450764,0.050544,3.59842821709,0.386330982848,11.127052,0.498243
gpu,gpu,uint,gt,max,131072,4194304,uniform,22131238,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k131072_max_uniform_s22131238_rep3_gpu.txt,0.956958,19.186824,20.049802,14.716208,5.104027,5.333594,0,"rapl:package+core,nvml:board-integrated",9.462582,1.168806,0.453991,0.053484,2.78155601387,0.381724331328,10.368781,0.498081
gpu,gpu,uint,gt,max,256,4194304,uniform,22000422,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k256_max_uniform_s22000422_rep1_gpu.txt,0.539386,12.775588,23.685437,14.716208,4.837874,8.969229,0,"rapl:package+core,nvml:board-integrated",2.557188,0.342801,0.089133,0.010344,1.24548823234,0.190576544448,3.531218,0.128439
gpu,gpu,uint,gt,max,256,4194304,uniform,22000422,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k256_max_uniform_s22000422_rep2_gpu.txt,0.540955,13.064455,24.150722,14.716208,5.103648,9.434514,0,"rapl:package+core,nvml:board-integrated",2.242984,0.242899,0.086179,0.010251,0.974755910768,0.092043151792,3.512852,0.126105
gpu,gpu,uint,gt,max,256,4194304,uniform,22000422,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k256_max_uniform_s22000422_rep3_gpu.txt,0.536356,12.878931,24.01192,14.716208,4.985809,9.295712,0,"rapl:package+core,nvml:board-integrated",2.334981,0.292405,0.088971,0.010475,1.02566525803,0.1382527212,3.601341,0.129407
gpu,gpu,uint,gt,max,4096,4194304,uniform,22004262,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k4096_max_uniform_s22004262_rep1_gpu.txt,0.539485,12.856796,23.831611,14.716208,4.917623,9.115403,0,"rapl:package+core,nvml:board-integrated",2.648687,0.336947,0.097693,0.010616,1.21101649186,0.180719735872,3.7922,0.136532
gpu,gpu,uint,gt,max,4096,4194304,uniform,22004262,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k4096_max_uniform_s22004262_rep2_gpu.txt,0.546895,12.818638,23.438937,14.716208,4.770417,8.722729,0,"rapl:package+core,nvml:board-integrated",2.612345,0.351642,0.096344,0.010249,1.19452665645,0.200815584208,3.713974,0.136832
gpu,gpu,uint,gt,max,4096,4194304,uniform,22004262,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k4096_max_uniform_s22004262_rep3_gpu.txt,0.533926,12.688744,23.764975,14.716208,4.831374,9.048767,0,"rapl:package+core,nvml:board-integrated",2.684826,0.20965,0.098841,0.010316,1.23026128507,0.057837598272,3.800651,0.137293
gpu,gpu,uint,gt,max,8,4194304,uniform,22000174,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k8_max_uniform_s22000174_rep1_gpu.txt,0.548773,11.034712,20.107987,14.716208,2.95886,5.391779,0,"rapl:package+core,nvml:board-integrated",2.611972,0.725375,0.110941,0.031993,0.979341168272,0.254559357456,3.434233,0.152274
gpu,gpu,uint,gt,max,8,4194304,uniform,22000174,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k8_max_uniform_s22000174_rep2_gpu.txt,0.547253,11.900623,21.746093,14.716208,3.847128,7.029885,0,"rapl:package+core,nvml:board-integrated",2.176692,0.198014,0.086201,0.010329,0.908140154192,0.046010287568,3.206857,0.124505
gpu,gpu,uint,gt,max,8,4194304,uniform,22000174,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q22_k8_max_uniform_s22000174_rep3_gpu.txt,0.557352,13.217658,23.715116,14.716208,5.015556,8.998908,0,"rapl:package+core,nvml:board-integrated",2.428274,0.307628,0.087106,0.010505,1.14640398595,0.15303423496,3.439119,0.123776
gpu,gpu,uint,gt,max,131072,8388608,uniform,23131241,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k131072_max_uniform_s23131241_rep1_gpu.txt,1.150255,26.370156,22.925478,14.716208,9.442758,8.20927,0,"rapl:package+core,nvml:board-integrated",12.409384,0.947707,0.516998,0.046048,4.80113389642,0.270055054016,15.747169,0.658769
gpu,gpu,uint,gt,max,131072,8388608,uniform,23131241,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k131072_max_uniform_s23131241_rep2_gpu.txt,1.173509,24.727614,21.071522,14.716208,7.458016,6.355314,0,"rapl:package+core,nvml:board-integrated",11.242036,0.67929,0.513194,0.032839,3.68976635165,0.196024445488,14.931624,0.686799
gpu,gpu,uint,gt,max,131072,8388608,uniform,23131241,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k131072_max_uniform_s23131241_rep3_gpu.txt,1.196848,25.061702,20.939746,14.716208,7.448632,6.223538,0,"rapl:package+core,nvml:board-integrated",11.075089,0.87785,0.505434,0.03705,3.63701712573,0.3326144936,15.241076,0.707329
gpu,gpu,uint,gt,max,256,8388608,uniform,23000425,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k256_max_uniform_s23000425_rep1_gpu.txt,0.800708,19.805897,24.735479,14.716208,8.022511,10.019271,0,"rapl:package+core,nvml:board-integrated",4.529319,0.313953,0.165297,0.013812,2.09677396622,0.110692735104,9.787777,0.350439
gpu,gpu,uint,gt,max,256,8388608,uniform,23000425,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k256_max_uniform_s23000425_rep2_gpu.txt,0.78,19.204876,24.621644,14.716208,7.726238,9.905436,0,"rapl:package+core,nvml:board-integrated",4.543232,0.390371,0.163529,0.013481,2.13670522197,0.191981799952,9.341658,0.340759
gpu,gpu,uint,gt,max,256,8388608,uniform,23000425,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k256_max_uniform_s23000425_rep3_gpu.txt,0.803733,20.291326,25.246349,14.716208,8.463423,10.530141,0,"rapl:package+core,nvml:board-integrated",4.747915,0.460091,0.165446,0.013833,2.31317725123,0.256521694736,9.879056,0.349775
gpu,gpu,uint,gt,max,4096,8388608,uniform,23004265,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k4096_max_uniform_s23004265_rep1_gpu.txt,0.800753,19.503656,24.356656,14.716208,7.719614,9.640448,0,"rapl:package+core,nvml:board-integrated",4.963727,0.559701,0.183567,0.018414,2.26231684606,0.288716745888,9.881815,0.365388
gpu,gpu,uint,gt,max,4096,8388608,uniform,23004265,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k4096_max_uniform_s23004265_rep2_gpu.txt,0.842848,19.55472,23.200772,14.716208,7.151196,8.484564,0,"rapl:package+core,nvml:board-integrated",5.072845,0.983403,0.201296,0.03699,2.11053119443,0.43905046608,9.625449,0.374685
gpu,gpu,uint,gt,max,4096,8388608,uniform,23004265,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k4096_max_uniform_s23004265_rep3_gpu.txt,0.800892,19.344779,24.154053,14.716208,7.558691,9.437845,0,"rapl:package+core,nvml:board-integrated",4.575955,0.328011,0.169513,0.013679,2.0813664333,0.126707990768,8.5846,0.314983
gpu,gpu,uint,gt,max,8,8388608,uniform,23000177,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k8_max_uniform_s23000177_rep1_gpu.txt,0.801773,17.514887,21.845192,14.716208,5.715828,7.128984,0,"rapl:package+core,nvml:board-integrated",4.467842,0.612216,0.179094,0.026197,1.83225744445,0.226695499024,8.867668,0.36185
gpu,gpu,uint,gt,max,8,8388608,uniform,23000177,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k8_max_uniform_s23000177_rep2_gpu.txt,0.782516,18.641831,23.822953,14.716208,7.12617,9.106745,0,"rapl:package+core,nvml:board-integrated",4.571188,0.54753,0.164433,0.013669,2.15135776994,0.346374152848,9.011202,0.335187
gpu,gpu,uint,gt,max,8,8388608,uniform,23000177,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q23_k8_max_uniform_s23000177_rep3_gpu.txt,0.795437,19.422406,24.417267,14.716208,7.716585,9.701059,0,"rapl:package+core,nvml:board-integrated",4.748116,0.732217,0.175691,0.02146,2.16261070027,0.41640717632,9.720544,0.359269
gpu,gpu,uint,gt,max,131072,16777216,uniform,24131244,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k131072_max_uniform_s24131244_rep1_gpu.txt,1.548425,39.425263,25.461519,14.716208,16.638312,10.745311,0,"rapl:package+core,nvml:board-integrated",16.806538,0.710592,0.624462,0.02826,7.6168253199,0.29471196192,24.673473,0.937181
gpu,gpu,uint,gt,max,131072,16777216,uniform,24131244,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k131072_max_uniform_s24131244_rep2_gpu.txt,1.549622,39.329739,25.380222,14.716208,16.525186,10.664014,0,"rapl:package+core,nvml:board-integrated",16.63679,0.918912,0.623482,0.029266,7.46149920374,0.488227456672,24.984406,0.946546
gpu,gpu,uint,gt,max,131072,16777216,uniform,24131244,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k131072_max_uniform_s24131244_rep3_gpu.txt,1.524572,39.074659,25.629922,14.716208,16.638742,10.913714,0,"rapl:package+core,nvml:board-integrated",17.354218,0.921027,0.635387,0.029543,8.0037307475,0.486266067056,25.581375,0.956532
gpu,gpu,uint,gt,max,256,16777216,uniform,24000428,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k256_max_uniform_s24000428_rep1_gpu.txt,1.188293,32.451043,27.308958,14.716208,14.963876,12.59275,0,"rapl:package+core,nvml:board-integrated",9.18286,0.984183,0.312313,0.031066,4.5867969309,0.527009282272,18.79925,0.633567
gpu,gpu,uint,gt,max,256,16777216,uniform,24000428,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k256_max_uniform_s24000428_rep2_gpu.txt,1.17099,31.82144,27.174812,14.716208,14.588904,12.458604,0,"rapl:package+core,nvml:board-integrated",9.278862,0.977227,0.311965,0.030886,4.68792017128,0.522702199712,18.786084,0.634204
gpu,gpu,uint,gt,max,256,16777216,uniform,24000428,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k256_max_uniform_s24000428_rep3_gpu.txt,1.168858,31.862674,27.259655,14.716208,14.661512,12.543447,0,"rapl:package+core,nvml:board-integrated",9.387488,0.827765,0.320104,0.031072,4.67677095437,0.370502985024,18.768837,0.637956
gpu,gpu,uint,gt,max,4096,16777216,uniform,24004268,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k4096_max_uniform_s24004268_rep1_gpu.txt,1.224579,33.336218,27.222598,14.716208,15.315061,12.50639,0,"rapl:package+core,nvml:board-integrated",9.475367,0.831627,0.319231,0.030605,4.77749720395,0.38123745416,19.178967,0.642587
gpu,gpu,uint,gt,max,4096,16777216,uniform,24004268,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k4096_max_uniform_s24004268_rep2_gpu.txt,1.17609,31.702292,26.955663,14.716208,14.394704,12.239455,0,"rapl:package+core,nvml:board-integrated",9.348988,0.695493,0.323112,0.030851,4.5940046007,0.241483266992,18.725897,0.645056
gpu,gpu,uint,gt,max,4096,16777216,uniform,24004268,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k4096_max_uniform_s24004268_rep3_gpu.txt,1.214639,32.975949,27.148756,14.716208,15.101063,12.432548,0,"rapl:package+core,nvml:board-integrated",9.670614,1.30158,0.321096,0.030754,4.94529847603,0.848997739168,19.049286,0.641364
gpu,gpu,uint,gt,max,8,16777216,uniform,24000180,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k8_max_uniform_s24000180_rep1_gpu.txt,1.177083,27.423656,23.297984,14.716208,10.101461,8.581776,0,"rapl:package+core,nvml:board-integrated",8.228327,0.860204,0.324254,0.0389,3.45653769117,0.2877435088,16.041519,0.626447
gpu,gpu,uint,gt,max,8,16777216,uniform,24000180,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k8_max_uniform_s24000180_rep2_gpu.txt,1.156293,32.528332,28.131561,14.716208,15.512081,13.415353,0,"rapl:package+core,nvml:board-integrated",9.924441,1.237671,0.314826,0.03099,5.29139610019,0.78161571408,19.229189,0.623235
gpu,gpu,uint,gt,max,8,16777216,uniform,24000180,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_gt_q24_k8_max_uniform_s24000180_rep3_gpu.txt,1.146398,31.467705,27.449202,14.716208,14.597076,12.732994,0,"rapl:package+core,nvml:board-integrated",9.408575,1.181835,0.311825,0.03072,4.8196934404,0.72975309024,18.710355,0.627074
gpu,gpu,uint,map_reduce,max,256,65536,uniform,16000404,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k256_max_uniform_s16000404_rep1_gpu.txt,0.415109,8.638668,20.810582,14.716208,2.529832,6.094374,0,"rapl:package+core,nvml:board-integrated",1.117591,0.297328,0.049606,0.012508,0.387578785952,0.113257670336,1.145103,0.050852
gpu,gpu,uint,map_reduce,max,256,65536,uniform,16000404,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k256_max_uniform_s16000404_rep2_gpu.txt,0.415597,8.628253,20.761119,14.716208,2.512245,6.044911,0,"rapl:package+core,nvml:board-integrated",1.116315,0.264915,0.049614,0.012716,0.386185056288,0.077783699072,1.16866,0.050878
gpu,gpu,uint,map_reduce,max,256,65536,uniform,16000404,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k256_max_uniform_s16000404_rep3_gpu.txt,0.440527,9.252321,21.002826,14.716208,2.769428,6.286618,0,"rapl:package+core,nvml:board-integrated",1.039286,0.268922,0.046336,0.012494,0.357395786112,0.085057697248,1.049066,0.047571
gpu,gpu,uint,map_reduce,max,4096,65536,uniform,16004244,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k4096_max_uniform_s16004244_rep1_gpu.txt,0.605885,13.241593,21.85496,14.716208,4.325263,7.138752,0,"rapl:package+core,nvml:board-integrated",4.058406,0.233836,0.18698,0.012029,1.30676942816,0.056814733968,4.068888,0.188234
gpu,gpu,uint,map_reduce,max,4096,65536,uniform,16004244,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k4096_max_uniform_s16004244_rep2_gpu.txt,0.6048,14.559599,24.073393,14.716208,5.65923,9.357185,0,"rapl:package+core,nvml:board-integrated",4.963825,0.249159,0.199493,0.009084,2.02804451746,0.115476966528,4.97443,0.200737
gpu,gpu,uint,map_reduce,max,4096,65536,uniform,16004244,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k4096_max_uniform_s16004244_rep3_gpu.txt,0.594066,14.399845,24.239454,14.716208,5.65744,9.523246,0,"rapl:package+core,nvml:board-integrated",4.861255,0.299639,0.19778,0.008369,1.95068338176,0.176479055248,4.880206,0.199047
gpu,gpu,uint,map_reduce,max,8,65536,uniform,16000156,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k8_max_uniform_s16000156_rep1_gpu.txt,0.378484,14.653459,38.71624,14.716208,9.083617,24.000032,0,"rapl:package+core,nvml:board-integrated",0.620155,0.091365,0.013076,0.003488,0.427725864192,0.040034866496,0.620155,0.014299
gpu,gpu,uint,map_reduce,max,8,65536,uniform,16000156,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k8_max_uniform_s16000156_rep2_gpu.txt,0.372085,10.661886,28.654429,14.716208,5.186204,13.938221,0,"rapl:package+core,nvml:board-integrated",0.489941,0.03105,0.013458,0.003645,0.291890272736,0,0.50021,0.014683
gpu,gpu,uint,map_reduce,max,8,65536,uniform,16000156,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q16_k8_max_uniform_s16000156_rep3_gpu.txt,0.375337,7.929475,21.12626,14.716208,2.405932,6.410052,0,"rapl:package+core,nvml:board-integrated",0.304038,0.060068,0.013074,0.003482,0.111638296608,0.008826163744,0.325033,0.014282
gpu,gpu,uint,map_reduce,max,131072,131072,uniform,17131223,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k131072_max_uniform_s17131223_rep1_gpu.txt,1.077826,28.78739,26.708748,14.716208,12.925875,11.99254,0,"rapl:package+core,nvml:board-integrated",18.868274,4.589397,0.686039,0.166046,8.77238137989,2.14582952643,18.939498,0.688495
gpu,gpu,uint,map_reduce,max,131072,131072,uniform,17131223,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k131072_max_uniform_s17131223_rep2_gpu.txt,1.087788,28.09666,25.829178,14.716208,12.088551,11.11297,0,"rapl:package+core,nvml:board-integrated",16.960819,3.855474,0.644108,0.154288,7.48199169754,1.5849397001,17.043353,0.646133
gpu,gpu,uint,map_reduce,max,131072,131072,uniform,17131223,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k131072_max_uniform_s17131223_rep3_gpu.txt,1.122507,30.063813,26.782738,14.716208,13.544765,12.06653,0,"rapl:package+core,nvml:board-integrated",18.706532,4.715835,0.685434,0.165939,8.61954268573,2.27384216069,18.744514,0.687444
gpu,gpu,uint,map_reduce,max,256,131072,uniform,17000407,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k256_max_uniform_s17000407_rep1_gpu.txt,0.385152,10.195307,26.470891,14.716208,4.527335,11.754683,0,"rapl:package+core,nvml:board-integrated",1.492578,0.614742,0.053835,0.021942,0.70033094232,0.291838964064,1.502709,0.055076
gpu,gpu,uint,map_reduce,max,256,131072,uniform,17000407,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k256_max_uniform_s17000407_rep2_gpu.txt,0.405866,11.451046,28.213849,14.716208,5.478236,13.497641,0,"rapl:package+core,nvml:board-integrated",1.703393,0.642998,0.053435,0.021973,0.91703242552,0.319638761616,1.713525,0.054665
gpu,gpu,uint,map_reduce,max,256,131072,uniform,17000407,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k256_max_uniform_s17000407_rep3_gpu.txt,0.40941,10.355232,25.293091,14.716208,4.330277,10.576883,0,"rapl:package+core,nvml:board-integrated",1.391032,0.573657,0.052936,0.021971,0.612014813312,0.250327194032,1.449504,0.054172
gpu,gpu,uint,map_reduce,max,4096,131072,uniform,17004247,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k4096_max_uniform_s17004247_rep1_gpu.txt,0.604977,14.074351,23.264278,14.716208,5.171385,8.54807,0,"rapl:package+core,nvml:board-integrated",4.754051,0.394116,0.199537,0.017217,1.8176230043,0.140747046864,4.795949,0.200805
gpu,gpu,uint,map_reduce,max,4096,131072,uniform,17004247,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k4096_max_uniform_s17004247_rep2_gpu.txt,0.620275,15.525772,25.030484,14.716208,6.397683,10.314276,0,"rapl:package+core,nvml:board-integrated",5.013432,0.327077,0.197998,0.010821,2.09965224842,0.167832913232,5.023991,0.199268
gpu,gpu,uint,map_reduce,max,4096,131072,uniform,17004247,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k4096_max_uniform_s17004247_rep3_gpu.txt,0.605469,15.205821,25.1141,14.716208,6.295606,10.397892,0,"rapl:package+core,nvml:board-integrated",5.034003,0.378071,0.203162,0.010584,2.0442287503,0.222314654528,5.080327,0.204411
gpu,gpu,uint,map_reduce,max,8,131072,uniform,17000159,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k8_max_uniform_s17000159_rep1_gpu.txt,0.331384,8.716227,26.302502,14.716208,3.839512,11.586294,0,"rapl:package+core,nvml:board-integrated",0.481987,0.228949,0.017163,0.00452,0.229412722096,0.16243173984,0.533113,0.018409
gpu,gpu,uint,map_reduce,max,8,131072,uniform,17000159,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k8_max_uniform_s17000159_rep2_gpu.txt,0.366843,9.833247,26.805075,14.716208,4.434713,12.088867,0,"rapl:package+core,nvml:board-integrated",0.420735,0.126205,0.014658,0.004551,0.205024823136,0.059231537392,0.483517,0.015891
gpu,gpu,uint,map_reduce,max,8,131072,uniform,17000159,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q17_k8_max_uniform_s17000159_rep3_gpu.txt,0.330558,8.661424,26.202428,14.716208,3.796863,11.48622,0,"rapl:package+core,nvml:board-integrated",0.454661,0.177846,0.014511,0.004414,0.241114105712,0.112888657888,0.465875,0.015741
gpu,gpu,uint,map_reduce,max,131072,262144,uniform,18131226,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k131072_max_uniform_s18131226_rep1_gpu.txt,1.26746,35.598614,28.086586,14.716208,16.946414,13.370378,0,"rapl:package+core,nvml:board-integrated",23.716269,8.885959,0.826442,0.309223,11.5541766281,4.33536901362,23.833949,0.828692
gpu,gpu,uint,map_reduce,max,131072,262144,uniform,18131226,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k131072_max_uniform_s18131226_rep2_gpu.txt,1.245427,34.568244,27.756141,14.716208,16.240283,13.039933,0,"rapl:package+core,nvml:board-integrated",22.918839,8.57702,0.816788,0.306289,10.8988169001,4.06960736789,22.948318,0.819154
gpu,gpu,uint,map_reduce,max,131072,262144,uniform,18131226,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k131072_max_uniform_s18131226_rep3_gpu.txt,1.299541,35.960462,27.671659,14.716208,16.836142,12.955451,0,"rapl:package+core,nvml:board-integrated",22.773124,8.596018,0.813563,0.303545,10.8005616709,4.12898664264,22.822124,0.815733
gpu,gpu,uint,map_reduce,max,256,262144,uniform,18000410,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k256_max_uniform_s18000410_rep1_gpu.txt,0.442382,8.967778,20.271588,14.716208,2.457598,5.55538,0,"rapl:package+core,nvml:board-integrated",1.439962,0.767129,0.065712,0.032516,0.472930539904,0.288616780672,1.463047,0.066953
gpu,gpu,uint,map_reduce,max,256,262144,uniform,18000410,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k256_max_uniform_s18000410_rep2_gpu.txt,0.427933,9.089692,21.240935,14.716208,2.792144,6.524727,0,"rapl:package+core,nvml:board-integrated",1.466546,0.912314,0.062964,0.032475,0.539954679488,0.4344051452,1.47683,0.064217
gpu,gpu,uint,map_reduce,max,256,262144,uniform,18000410,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k256_max_uniform_s18000410_rep3_gpu.txt,0.423975,9.582116,22.600664,14.716208,3.342812,7.884456,0,"rapl:package+core,nvml:board-integrated",1.565777,0.760276,0.063623,0.032532,0.629487698416,0.281528321344,1.575802,0.06486
gpu,gpu,uint,map_reduce,max,4096,262144,uniform,18004250,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k4096_max_uniform_s18004250_rep1_gpu.txt,0.608306,14.137214,23.240303,14.716208,5.185257,8.524095,0,"rapl:package+core,nvml:board-integrated",5.684405,0.627293,0.239942,0.029234,2.15336862006,0.197079375328,5.715933,0.241219
gpu,gpu,uint,map_reduce,max,4096,262144,uniform,18004250,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k4096_max_uniform_s18004250_rep2_gpu.txt,0.581665,14.941503,25.68748,14.716208,6.381603,10.971272,0,"rapl:package+core,nvml:board-integrated",5.994987,0.447761,0.224883,0.016594,2.68556199634,0.203560244448,6.021109,0.226154
gpu,gpu,uint,map_reduce,max,4096,262144,uniform,18004250,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k4096_max_uniform_s18004250_rep3_gpu.txt,0.564489,15.164467,26.864056,14.716208,6.857328,12.147848,0,"rapl:package+core,nvml:board-integrated",5.949139,0.440791,0.218024,0.015345,2.74065246701,0.21497078824,6.008626,0.219288
gpu,gpu,uint,map_reduce,max,8,262144,uniform,18000162,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k8_max_uniform_s18000162_rep1_gpu.txt,0.428476,10.54261,24.604896,14.716208,4.237066,9.888688,0,"rapl:package+core,nvml:board-integrated",0.598042,0.153489,0.022282,0.007309,0.270135453344,0.045928235728,0.608661,0.02352
gpu,gpu,uint,map_reduce,max,8,262144,uniform,18000162,2,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k8_max_uniform_s18000162_rep2_gpu.txt,0.429024,9.431769,21.984272,14.716208,3.11817,7.268064,0,"rapl:package+core,nvml:board-integrated",0.569925,0.162403,0.023046,0.007703,0.230775270432,0.049044049776,0.569925,0.024281
gpu,gpu,uint,map_reduce,max,8,262144,uniform,18000162,3,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q18_k8_max_uniform_s18000162_rep3_gpu.txt,0.432249,8.800714,20.360273,14.716208,2.439643,5.644065,0,"rapl:package+core,nvml:board-integrated",0.517534,0.175532,0.022936,0.007716,0.180003053312,0.061981739072,0.545601,0.024164
gpu,gpu,uint,map_reduce,max,131072,524288,uniform,19131229,1,bench/results/raw/energy/measurements/20260817_174754_gpu_uint_map_reduce_q19_k131072_max_uniform_s19131229_rep1_gpu.txt,2.624711,81.5631,31.075084,14.716208,42.937314,16.358876,0,"rapl:package+core,nvml:board-integrated",65.993885,49.455433,2.049345,1.52817,35.8352977162,26.9665654206,66.193476,2.052238
